,Unnamed: 0,sentence,verb,trigger_1,trigger_2,tag,label
94,201,"Born in 1927, he enlisted in the military at 17, several months before the end of World War II, and five years later found himself serving in the Marines in the Korean War.",serve,military,Marines,0 0 0 0 0 0 0 0 condition 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0,enable
95,203,"Lovell-Badge said while the ISSCR was not recommending a new time limit, it has called for public consultation and an ethical framework that could allow longer research on robust scientific grounds.",allow,framework,scientific,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 condition 0 0 0 0 0 0 0 effect 0 0,enable
96,204,"The official said the central archaeological council had ""unanimously"" approved the shoots.",approve,council,shoots,0 0 0 0 0 0 condition 0 0 0 0 0 0 effect 0,enable
97,208,"Amazon has agreed to buy the storied MGM studios for $8.45 billion, the companies said Wednesday, giving the US tech giant a vast content library to further its ambitions in streaming.",give,buy,ambitions,0 0 0 0 condition 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,enable
98,209,"After a female stork was electrocuted on a power line, the inhabitants of a village in the Czech Republic decided to rally to help her partner and their four hatchlings in order to save them.",help,electrocuted,save,0 0 0 0 0 condition 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0,enable
99,215,"Britain's largely foreign-owned automotive sector was a big winner from the final Brexit agreement, which allows for tariff-free trade with the continent.",allow,Brexit,trade,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 condition 0 0 0 0 0 0 0 0 effect 0 0 0 0,enable
100,218,"The new leadership team, employees, partners, customers and shareholders will all benefit under Herbert's leadership.",benefit,leadership,benefit,0 0 condition 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0,enable
101,219,"Applying these lessons will help ensure a more resilient post-pandemic business landscape.""",ensure,lessons,resilient,0 0 condition 0 0 0 0 0 effect 0 0 0 0 0 0 0,enable
102,220,"The pass, which can be downloaded on a person's mobile phone two weeks after receiving their second shot, gives the bearer permission to move about freely in cities under lockdown to go to the supermarket, pharmacy, or for open air exercise.",give,pass,permission,0 condition 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,enable
103,221,"""It's far too much money for five birds but we are donating a large part to bird keepers in a centre near here to help animals in difficulty.",help,donating,animals,0 0 0 0 0 0 0 0 0 0 0 0 0 condition 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,enable
104,223,"Italy's government said Wednesday it had passed an ""important step"" in negotiations with the European Commission to create a new, leaner airline from its beleaguered Alitalia carrier, Italian media reported.",pass,step,airline,0 0 0 0 0 0 0 0 0 0 0 condition 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0,enable
105,225,"With the new region, organizations of all sizes will be able to innovate faster and serve end-users with even lower latency across the region.""",serve,innovate,latency,0 0 0 0 0 0 0 0 0 0 0 0 0 condition 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0,enable
